,publication,url,article_title,date,author,is_student
85,collegiatenewsservice,https://voiceofoc.org/2024/04/will-garden-grove-unified-video-stream-school-board-meetings/,Will Garden Grove Unified Video Stream School Board Meetings?,2024-04-30,null,null
86,collegiatenewsservice,https://voiceofoc.org/2024/04/breas-historic-old-railroad-tracks-expands-west-connecting-to-a-trail-in-north-oc/,"Brea’s Historic Old Railroad Tracks Expands West, Connecting to a Trail in North OC",2024-04-29,null,null
87,collegiatenewsservice,https://voiceofoc.org/2024/04/will-stanton-switch-to-publicly-funded-elections/,Will Stanton Switch to Publicly Funded Elections?,2024-04-25,null,null
88,collegiatenewsservice,https://voiceofoc.org/2024/04/laguna-beach-officials-consider-raising-taxes/,Laguna Beach Officials Consider Raising Taxes,2024-04-23,null,null
89,collegiatenewsservice,https://voiceofoc.org/2024/03/stanton-extends-ban-on-new-smoke-shops-in-crackdown-on-flavored-tobacco/,Stanton Extends Ban on New Smoke Shops in Crackdown on Flavored Tobacco,2024-03-19,null,null
90,collegiatenewsservice,https://voiceofoc.org/2024/02/making-it-easy-to-watch-local-government-from-home/,Making it Easy to Watch Local Government From Home,2024-02-21,null,null
91,collegiatenewsservice,https://voiceofoc.org/2023/12/la-habras-rent-relief-program-for-mobile-home-residents-sees-low-turnout-rate/,La Habra’s Rent Relief Program for Mobile Home Residents Sees Low Turnout Rate,2023-12-08,null,null
92,collegiatenewsservice,https://voiceofoc.org/2023/12/dana-point-delays-handing-out-new-short-term-rental-permits-until-next-year/,Dana Point Delays Handing Out New Short-Term Rental Permits Until Next Year,2023-12-05,null,null
93,collegiatenewsservice,https://voiceofoc.org/2023/12/los-alamitos-to-offer-local-businesses-funding-through-new-incentive-program/,Los Alamitos to Offer Local Businesses Funding Through New Incentive Program,2023-12-04,null,null
94,collegiatenewsservice,https://voiceofoc.org/2023/11/san-clemente-adopts-district-map-boundaries-still-under-debate/,"San Clemente Adopts District Map, Boundaries Still Under Debate",2023-11-30,null,null
95,collegiatenewsservice,https://voiceofoc.org/2023/11/rancho-santa-margarita-moves-forward-with-district-election-map/,Rancho Santa Margarita Moves Forward With District Election Map,2023-11-30,null,null
96,collegiatenewsservice,https://voiceofoc.org/2023/11/seal-beach-could-increase-parking-rates-by-50/,Seal Beach Could Increase Parking Rates by 50%,2023-11-28,null,null
97,collegiatenewsservice,https://voiceofoc.org/2023/11/stanton-restricts-pedestrian-activity-near-street-medians-and-drive-thrus/,Stanton Restricts Pedestrian Activity Near Street Medians and Drive-Thrus,2023-11-27,null,null
98,collegiatenewsservice,https://voiceofoc.org/2023/11/how-easy-is-it-to-tune-into-your-school-board-meeting/,How Easy is it to Tune Into Your School Board Meeting?,2023-11-22,null,null
99,collegiatenewsservice,https://voiceofoc.org/2023/11/dana-point-could-make-dozens-of-new-short-term-rental-permits-available/,Dana Point Could Make Dozens of New Short-Term Rental Permits Available,2023-11-20,null,null
100,coastreportonline,https://www.coastreportonline.com/news/article_37e58d84-16e7-11ef-8d95-a7e031ae9c5d.html,Study session at the Student Union,2024-05-20,null,null
101,coastreportonline,https://www.coastreportonline.com/news/article_3d8a545e-12fa-11ef-8f7b-c31f33cb6d04.html,OCC hosts festival celebrating AANHPI Heritage Month,2024-05-15,null,null
102,coastreportonline,https://www.coastreportonline.com/news/article_f37bc32a-118c-11ef-8abf-87048f827969.html,Possible TikTok ban becomes the talk across the world,2024-05-14,null,null
103,coastreportonline,https://www.coastreportonline.com/news/article_31e74646-118a-11ef-a630-1b8d6e53bff7.html,OCC students gearing up to register for classes in Fall 2024,2024-05-14,null,null
104,coastreportonline,https://www.coastreportonline.com/news/article_75e99bb2-0e9e-11ef-83ff-7f126f1fba6d.html,OCC Honors Night Celebrates Students,2024-05-10,null,null
105,coastreportonline,https://www.coastreportonline.com/news/article_50dbf0d2-0d76-11ef-ba0a-ff2e0ccc9751.html,What is up with OCC’s Recycling Center?,2024-05-08,null,null
106,coastreportonline,https://www.coastreportonline.com/news/article_87fed1a2-0bef-11ef-a7a1-d313775cdc23.html,Man threatens OCC student with knife,2024-05-06,null,null
107,coastreportonline,https://www.coastreportonline.com/news/article_7fdf0174-09a9-11ef-9c58-33e9a5a0021c.html,OCC student stalked on campus,2024-05-03,null,null
108,coastreportonline,https://www.coastreportonline.com/news/article_903bf30c-0827-11ef-91a9-9f89112cfc42.html,Sexual Assault and the dangers of AI,2024-05-01,null,null
109,coastreportonline,https://www.coastreportonline.com/news/article_c318bea8-06b1-11ef-aa48-c7fa74aac557.html,OCC Guardian Scholars Foster Care Awareness Month recognition,2024-05-01,null,null
110,coastreportonline,https://www.coastreportonline.com/news/article_1e759c26-069e-11ef-bb18-dbbae1e8359b.html,Undefeated OCC men’s volleyball win in 3 in the 2024 3C2A Championship,2024-04-30,null,null
111,coastreportonline,https://www.coastreportonline.com/news/article_a54d00ee-069f-11ef-aa09-3bf842c220c2.html,OCC college awareness day prepares students for life after college,2024-04-30,null,null
112,coastreportonline,https://www.coastreportonline.com/news/article_bc4fe4aa-0433-11ef-bd94-17d5705d9bb8.html,"Movie night at OCC: Tantura, a Palestinian story",2024-04-27,null,null
113,coastreportonline,https://www.coastreportonline.com/news/article_6a437642-0369-11ef-b487-ff8e760f7ea6.html,OCC organizes “Denim Day” to close out Title IX programs for Sexual Assault Awareness Month,2024-04-25,null,null
114,coastreportonline,https://www.coastreportonline.com/news/article_0bb6b16c-026e-11ef-873d-27236e4b64dc.html,"Huntington State Beach Clean Up, working to keep trash out of animal habitats",2024-04-24,null,null
115,coastreportonline,https://www.coastreportonline.com/news/article_4131d714-01e1-11ef-bddb-37c4929def5d.html,Sexual Assault Awareness Month: What is Denim Day?,2024-04-23,null,null
116,coastreportonline,https://www.coastreportonline.com/news/article_403db9fc-ffa4-11ee-88ad-fb1aadaf3958.html,"Pirate's Cove Food Bank: campus haven providing essential groceries, quick meals, and clothing for students",2024-04-22,null,null
117,coastreportonline,https://www.coastreportonline.com/news/article_2fdedb8c-002a-11ef-a748-775df4b39700.html,Man draws handgun at OCC swap meet,2024-04-21,null,null
118,coastreportonline,https://www.coastreportonline.com/news/article_e0ba5636-fdc6-11ee-8294-fb5cb8433b3d.html,"PHOTOS: OCC hosts Green Coast Day 2024, promoting sustainability",2024-04-20,null,null
119,coastreportonline,https://www.coastreportonline.com/news/article_ac1e037a-fd56-11ee-8098-575ddb128f9e.html,OCC Pride Week: creating a conSENSUAL relationship with our body,2024-04-19,null,null
120,coastreportonline,https://www.coastreportonline.com/news/article_adaa9080-fd6c-11ee-954e-13a20200a8e5.html,OCC Pride Week kicks off with Trans Visibility Day,2024-04-19,null,null
121,coastreportonline,https://www.coastreportonline.com/news/article_e32daa2c-fd61-11ee-b182-df5e8ece7b46.html,Here's what to expect at OCC's Graduation Commencement Fair,2024-04-19,null,null
122,coastreportonline,https://www.coastreportonline.com/campus_news/article_4d91fbee-fb68-11ee-9efb-8b87652d53ee.html,Women’s faculty panel hosted by the Black Student Union celebrates women’s history month,2024-04-17,null,null
123,coastreportonline,https://www.coastreportonline.com/front/article_3c5e9b62-fc57-11ee-8f6f-ffcd14b96d8b.html,What $20 minimum wage means for OCC students,2024-04-17,null,null
124,coastreportonline,https://www.coastreportonline.com/campus_news/article_e02b0e38-f9be-11ee-b714-b7dbc9d32859.html,Building update: repairs planned for summer,2024-04-15,null,null
125,coastreportonline,https://www.coastreportonline.com/campus_news/article_7ca4cf8c-faa1-11ee-b21f-23a948b56f7f.html,Campus Public Safety updates March 2024,2024-04-15,null,null
126,coastreportonline,https://www.coastreportonline.com/campus_news/article_31be6a2e-f960-11ee-a571-3f0bc3c71034.html,OCC’s Alice in Coastland showcases student life on campus,2024-04-13,null,null
127,coastreportonline,https://www.coastreportonline.com/campus_news/article_de152de6-f7ab-11ee-a4eb-0b33a247426c.html,OCC’s business pitch competition ends with 2 winners holding the title “Most Innovative” and “Most Likely to Succeed,2024-04-11,null,null
128,coastreportonline,https://www.coastreportonline.com/campus_news/article_0688a40a-f780-11ee-a255-ab2440b39f1c.html,OCC’s Friday Lockdown Drill,2024-04-11,null,null
129,coastreportonline,https://www.coastreportonline.com/arts_and_culture/article_f669c84e-f624-11ee-b944-dba5d8843bdc.html,OCC’s Coast Collective celebrates one year anniversary,2024-04-10,null,null
130,coastreportonline,https://www.coastreportonline.com/campus_news/article_8622f1ac-f631-11ee-8aa8-2f944b5a9b2c.html,Solar Eclipse at OCC 2024,2024-04-09,null,null
131,coastreportonline,https://www.coastreportonline.com/campus_news/article_5323b75e-f637-11ee-b286-979d8c2949c4.html,"Summer Registration for 2024, open this week!",2024-04-09,null,null
132,coastreportonline,https://www.coastreportonline.com/campus_news/article_2afd4e04-f2bb-11ee-8100-6b570f710b5d.html,OCC Planetarium will host public solar eclipse party on April 8,2024-04-05,null,null
133,coastreportonline,https://www.coastreportonline.com/front/article_ceecfde6-f20e-11ee-9687-fbd67f8dab45.html,Update: OCC student arrested near campus for possession of a firearm,2024-04-03,null,null
134,coastreportonline,https://www.coastreportonline.com/front/article_496e2ea2-f154-11ee-89a8-4355c3992c79.html,OCC Crime Alert: Suspect arrested for possession of a firearm near campus,2024-04-02,null,null
135,coastreportonline,https://www.coastreportonline.com/campus_news/article_d9f9fb6e-e88e-11ee-ae0b-ab775cdf8ae6.html,ASOCC town hall hosts Fentanyl awareness meeting with free Narcan,2024-03-23,null,null
136,coastreportonline,https://www.coastreportonline.com/news/article_1b04069c-e7ca-11ee-83f7-2fd217d6f961.html,Orange Coast College hosts University of California transfer workshop to guide students towards four-year institutions,2024-03-23,null,null
137,coastreportonline,https://www.coastreportonline.com/campus_news/article_22285f70-e6e1-11ee-b0bf-7f2ada03ae50.html,"New automated kitchen on OCC’s campus, InstaChef offers instant fresh meals",2024-03-21,null,null
138,coastreportonline,https://www.coastreportonline.com/sports/article_20f46878-e6f6-11ee-8d9d-c7a2d0f024db.html,OCC women’s basketball wins back-to-back state championships with total team effort,2024-03-20,null,null
139,coastreportonline,https://www.coastreportonline.com/news/article_51149446-e571-11ee-ab12-bbcc211bcf0f.html,College success series offers crucial workshop on managing test anxiety,2024-03-19,null,null
140,coastreportonline,https://www.coastreportonline.com/news/article_ca62bf0e-e566-11ee-b1b5-9bb2f7d9049f.html,OCC culinary students turn recycled food waste into free meals,2024-03-19,null,null
141,coastreportonline,https://www.coastreportonline.com/news/article_2940dd00-e178-11ee-95d1-e7c2f6eaf285.html,International franchise “Gong Cha Boba” grand re-opening in Costa Mesa on March 23-24,2024-03-16,null,null
142,coastreportonline,https://www.coastreportonline.com/campus_news/article_ac64b136-e239-11ee-b44b-bb47138ad630.html,Thursday classes at OCC cancelled due to power outage,2024-03-14,null,null
143,coastreportonline,https://www.coastreportonline.com/front/article_3ed1d7ee-e17a-11ee-995a-bb4e8eb1644a.html,OCC LLSS Update: A $1.2 million renovation to retrofit new building,2024-03-14,null,null
144,coastreportonline,https://www.coastreportonline.com/news/article_8e0b9f1e-e046-11ee-93a3-671bcc0319ca.html,Orange Coast College Campus Construction: What's Next?,2024-03-12,null,null
145,coastreportonline,https://www.coastreportonline.com/arts_and_culture/article_853bc99c-ddd3-11ee-93be-0b53f3c9e293.html,OCC Dance Department hosts Mesa Dance Festival Sunday,2024-03-09,null,null
146,coastreportonline,https://www.coastreportonline.com/news/article_65cec66c-db8b-11ee-9bcb-abeec679d007.html,OCC students explore four-year options at Spring 2024 Transfer Day,2024-03-06,null,null
147,coastreportonline,https://www.coastreportonline.com/campus_news/article_cee12d28-dbf1-11ee-8fdf-dbc10222c000.html,Fentanyl Test Kits available at OCC Health Center,2024-03-06,null,null
148,coastreportonline,https://www.coastreportonline.com/front/article_2e11f16a-da80-11ee-b1ee-e764ef6d33dd.html,OCC Students Voters Guide: March 2024 Primary Election,2024-03-04,null,null
149,coastreportonline,https://www.coastreportonline.com/news/article_17cfb280-da70-11ee-a0e1-d3bada5e28cc.html,OCC Helps Students Apply for California Dream Act,2024-03-04,null,null
150,pepperdine/seavercollegejournalismprogram,https://pepperdine-graphic.com/opinion-turn-academic-disappointment-into-motivation/?utm_source=rss&utm_medium=rss&utm_campaign=opinion-turn-academic-disappointment-into-motivation,Opinion: Turn Academic Disappointment into Motivation,2024-06-05,null,null
151,pepperdine/seavercollegejournalismprogram,https://pepperdine-graphic.com/advice-column-how-to-stay-motivated-for-the-gym/?utm_source=rss&utm_medium=rss&utm_campaign=advice-column-how-to-stay-motivated-for-the-gym,Advice Column: How To Stay Motivated for the Gym,2024-05-01,null,null
152,pepperdine/seavercollegejournalismprogram,https://pepperdine-graphic.com/solutions-journalism-climate-anxiety/?utm_source=rss&utm_medium=rss&utm_campaign=solutions-journalism-climate-anxiety,Solutions Journalism: Climate Anxiety,2024-04-25,null,null
153,pepperdine/seavercollegejournalismprogram,https://pepperdine-graphic.com/letter-from-the-team/?utm_source=rss&utm_medium=rss&utm_campaign=letter-from-the-team,Letter from the Team,2024-04-25,null,null
154,pepperdine/seavercollegejournalismprogram,https://pepperdine-graphic.com/impending-doom-youth-face-anxiety-as-the-planet-warms/?utm_source=rss&utm_medium=rss&utm_campaign=impending-doom-youth-face-anxiety-as-the-planet-warms,Impending Doom: Youth Face Anxiety as The Planet Warms,2024-04-25,null,null
