,publication,is_uni_newspaper,url,article_title,date,author,is_student
930,eugeneweekly,0,https://eugeneweekly.com/2024/07/11/book-people-at-the-fair/,Book People at the Fair,2024-07-11,,
931,eugeneweekly,0,https://eugeneweekly.com/2024/07/11/fair-games/,Fair Games,2024-07-11,,
932,eugeneweekly,0,https://eugeneweekly.com/2024/07/11/fair-games/,Fair Games,2024-07-11,,
933,eugeneweekly,0,https://eugeneweekly.com/2024/07/11/we-got-the-beets/,We Got the Beets,2024-07-11,,
934,eugeneweekly,0,https://eugeneweekly.com/2024/07/11/we-got-the-beets/,We Got the Beets,2024-07-11,,
935,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/whats-lost-when-a-paper-dies/,What’s Lost When A Paper Dies,2024-07-03,,
936,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/whats-lost-when-a-paper-dies/,What’s Lost When A Paper Dies,2024-07-03,,
937,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/protesting-homeless-sweeps/,Protesting Homeless Sweeps,2024-07-03,,
938,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/protesting-homeless-sweeps/,Protesting Homeless Sweeps,2024-07-03,,
939,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/more-butts-and-jake-brake-complaints-in-letters/,More Butts and Jake Brake Complaints in Letters!,2024-07-03,,
940,eugeneweekly,0,https://eugeneweekly.com/2024/07/03/more-butts-and-jake-brake-complaints-in-letters/,More Butts and Jake Brake Complaints in Letters!,2024-07-03,,
941,nextpittsburgh,0,https://nextpittsburgh.com/jobs/near-earth-autonomy-aramark-allegheny-county-and-more-pittsburgh-jobs-for-7-29-24/,"Near Earth Autonomy, Aramark, Allegheny County and more: Pittsburgh jobs for 7/29/24",2024-07-29,,
942,nextpittsburgh,0,https://nextpittsburgh.com/kidsburgh-pittsburgh/10-top-august-events-in-pittsburgh-for-kids/,"10 top August events in Pittsburgh for kids drawn to shooting stars, water and the circus",2024-07-29,,
943,nextpittsburgh,0,https://nextpittsburgh.com/pittsburgh-for-all/pittsburgh-derby-brats-bring-roller-derby-to-kids-of-all-stripes/,Pittsburgh Derby Brats bring roller derby to kids of all stripes,2024-07-29,,
944,nextpittsburgh,0,https://nextpittsburgh.com/tony-norman/william-anderson-campaigns-for-kamala-harris-with-brothas-for-kamala/,"Tony Norman: After a name change, activist Will Anderson campaigns for Kamala Harris with ‘Brothas for Kamala’",2024-07-26,,
945,nextpittsburgh,0,https://nextpittsburgh.com/city-design/live-nations-lower-hill-music-venue-one-step-closer-with-ura-approval/,Live Nation’s Lower Hill music venue one step closer with URA approval,2024-07-25,,
946,nextpittsburgh,0,https://nextpittsburgh.com/from-our-sponsors/25-years-of-construction-junction/,Construction Junction celebrates 25 years of reuse with inaugural ‘Cee Jays’ Awards,2024-07-25,,
947,nextpittsburgh,0,https://nextpittsburgh.com/events/12-things-to-do-this-weekend-in-pittsburgh-july-25-28/,"12 things to do this weekend in Pittsburgh, from Goat Fest to Dippy’s Rockstar Bash",2024-07-25,,
948,nextpittsburgh,0,https://nextpittsburgh.com/neighborhoods/sharpsburg-neighborhoods/exploring-allegheny-river-towns-sharpsburg-is-a-tiny-ball-of-fun/,Exploring Allegheny River towns: Sharpsburg is a tiny ball of fun,2024-07-25,,
949,nextpittsburgh,0,https://nextpittsburgh.com/eatdrink/needle-bean-spins-records-and-coffee-to-build-community-in-mt-lebanon/,Needle & Bean spins records and coffee to build community in Mt. Lebanon,2024-07-25,,
950,nextpittsburgh,0,https://nextpittsburgh.com/business-tech-news/for-scott-pipitone-and-his-marketing-agency-its-all-about-his-north-side-neighbors/,Scott Pipitone and his marketing agency keep it all about his North Side neighbors,2024-07-24,,
951,qburgh,0,https://qburgh.com/terry-price-long-time-community-figure-has-passed-away/,"Terry Price, Long-Time Community Figure, Has Passed Away",2024-07-29,,
952,qburgh,0,https://qburgh.com/was-abraham-lincoln-a-lover-of-men/,Was Abraham Lincoln a ‘Lover of Men’?,2024-07-27,,
953,qburgh,0,https://qburgh.com/bindr-wins-pitch-competition-startupfest/,Bindr Wins Largest LGBTQ+ Pitch Competition at StartupFest,2024-07-26,,
954,qburgh,0,https://qburgh.com/out-at-the-olympics/,Out at the Olympics,2024-07-26,,
955,qburgh,0,https://qburgh.com/from-pittsburgh-to-iceland-lgbtq/,From Pittsburgh to Iceland’s LGBTQ Welcoming Shores,2024-07-25,,
956,qburgh,0,https://qburgh.com/the-spooky-edition-of-qburgh-magazine-is-coming/,The Spooky Edition of QBurgh Magazine is Coming!,2024-07-24,,
957,qburgh,0,https://qburgh.com/pittsburgh-lgbtq-groups-delegates-kamala-harris/,Pittsburgh LGBTQ Groups and Delegates Rally Behind Kamala Harris’ Presidential Bid,2024-07-24,,
958,qburgh,0,https://qburgh.com/two-high-profile-lgbtq-managers-dismissed-from-east-end-cooperative-ministry/,Two High-Profile LGBTQ Managers Dismissed from East End Cooperative Ministry,2024-07-23,,
959,qburgh,0,https://qburgh.com/mpox-is-still-a-concern-but-allies-has-you-covered/,"Mpox is still a concern, but Allies has you covered",2024-07-22,,
960,qburgh,0,https://qburgh.com/andrew-scott-joins-cast-of-richard-linklaters-blue-moon/,Andrew Scott joins cast of Richard Linklater’s ‘Blue Moon’,2024-07-20,,
961,pointparknewsservice,1,https://pointparknewsservice.org/is-pittsburgh-still-a-union-city/?utm_source=rss&utm_medium=rss&utm_campaign=is-pittsburgh-still-a-union-city,Is Pittsburgh still a union city?,2024-04-18,,
962,pointparknewsservice,1,https://pointparknewsservice.org/how-holidays-and-crimes-can-connect/?utm_source=rss&utm_medium=rss&utm_campaign=how-holidays-and-crimes-can-connect,How holidays and crimes can connect,2024-04-14,,
963,pointparknewsservice,1,https://pointparknewsservice.org/ditch-the-couch-and-embrace-the-booth/?utm_source=rss&utm_medium=rss&utm_campaign=ditch-the-couch-and-embrace-the-booth,Ditch the Couch and Embrace the Booth,2023-11-08,,
964,pointparknewsservice,1,https://pointparknewsservice.org/prts-upcoming-bus-route-redesign-could-mean-less-delays-and-more-destinations/?utm_source=rss&utm_medium=rss&utm_campaign=prts-upcoming-bus-route-redesign-could-mean-less-delays-and-more-destinations,PRT’s upcoming bus route redesign could mean less delays and more destinations,2023-10-26,Avery Jerina,0
965,pointparknewsservice,1,https://pointparknewsservice.org/is-there-an-invisible-string-that-ties-swfities-to-singers-city-cast-pittsburgh-newsletter-editor-and-ppu-alum-thinks-so/?utm_source=rss&utm_medium=rss&utm_campaign=is-there-an-invisible-string-that-ties-swfities-to-singers-city-cast-pittsburgh-newsletter-editor-and-ppu-alum-thinks-so,Is there an invisible string that ties Swfities to Taylor Swift? City Cast Pittsburgh Newsletter Editor and PPU alum thinks so.,2023-06-15,,
966,pointparknewsservice,1,https://pointparknewsservice.org/allegheny-county-executive-debate-held-on-campus/?utm_source=rss&utm_medium=rss&utm_campaign=allegheny-county-executive-debate-held-on-campus,Allegheny County Executive debate held on campus,2023-04-19,,
967,pointparknewsservice,1,https://pointparknewsservice.org/how-kdka-director-became-an-emmy-award-winner/?utm_source=rss&utm_medium=rss&utm_campaign=how-kdka-director-became-an-emmy-award-winner,How KDKA director became an Emmy award winner,2023-04-13,Kendra Summers,0
968,pointparknewsservice,1,https://pointparknewsservice.org/how-a-college-dropout-revived-a-local-bar/?utm_source=rss&utm_medium=rss&utm_campaign=how-a-college-dropout-revived-a-local-bar,How a college dropout revived a local bar,2023-04-06,,
969,pointparknewsservice,1,https://pointparknewsservice.org/allegheny-county-communications-director-aime-downs-details-her-career/?utm_source=rss&utm_medium=rss&utm_campaign=allegheny-county-communications-director-aime-downs-details-her-career,Allegheny County Communications Director Aime Downs details her career,2023-04-01,,
970,pointparknewsservice,1,https://pointparknewsservice.org/nancy-xiao-piano-player-to-pipa-performer/?utm_source=rss&utm_medium=rss&utm_campaign=nancy-xiao-piano-player-to-pipa-performer,Nancy Xiao: Piano player to pipa performer,2023-04-01,,
971,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/25/youth-a-candid-conversation-with-james-washington-from-the-institute-for-the-development-of-african-american-youth/,Youth: A Candid Conversation with James Washington from The Institute for the Development of African-American Youth,2024-06-25,,
972,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/20/north-philadelphia-public-transit-riders-wonder-if-north-philadelphia-station-can-rise-again/,North Philadelphia: Public Transit Riders Wonder if North Philadelphia Station Can Rise Again,2024-06-20,,
973,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/18/north-philadelphia-echoes-of-resilience-in-philadelphia-youth/,North Philadelphia: Echoes of Resilience in Philadelphia Youth,2024-06-18,https://philadelphianeighborhoods.com/,1
974,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/17/hakims-in-west-philadelphia-carries-banned-books-to-serve-and-educate-the-community/,Hakim’s in West Philadelphia Carries Banned Books to Serve and Educate the Community,2024-06-17,,
975,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/17/history-maker-mone-davis-gears-up-to-break-barriers-beyond-the-diamond/,Baseball History Maker Mo’ne Davis Aims to Break Barriers Beyond the Diamond,2024-06-17,,
976,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/17/new-leash-on-life-offers-fresh-start-for-inmates-and-shelter-dogs/,New Leash on Life: Incarcerated People Train Shelter Dogs for Dual Fresh Start,2024-06-17,,
977,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/13/arts-entertainment-bands-strive-to-make-their-mark-and-captivate-audiences/,Arts & Entertainment: Bands Strive to Make Their Mark and Captivate Audiences,2024-06-13,https://philadelphianeighborhoods.com/,1
978,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/11/chinatown-youth-in-community-aim-to-fight-back/,Chinatown: Youth in Community Aim to Fight Back,2024-06-11,,
979,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/06/kensington-rock-to-the-future-is-bringing-music-education-to-philadelphia/,Kensington: Rock to the Future is Bringing Music Education to Philadelphia,2024-06-06,,
980,philadephianeighborhoods,0,https://philadelphianeighborhoods.com/2024/06/04/north-central-cecil-b-moore-library-needed-and-overdue-renovations-set-to-begin-this-august/,North Central: Cecil B. Moore Library Needed and Overdue Renovations Set to Begin this August,2024-06-04,,
981,eastfallslocal,0,https://nwlocalpaper.com/sing-shady,Sing Shady,2024-07-24,,
982,eastfallslocal,0,https://nwlocalpaper.com/never-gonna-give-you-up,Never Gonna Give You Up,2024-07-19,,
983,eastfallslocal,0,https://nwlocalpaper.com/matines-cafe-cest-si-bon,Matines Cafe: C’est Si Bon!,2024-07-17,,
984,eastfallslocal,0,https://nwlocalpaper.com/crime-report-july-2024,Crime Report: July 2024,2024-07-16,,
985,eastfallslocal,0,https://nwlocalpaper.com/some-like-it-hot-local-butterfly-guide,Some Like It Hot: Local Butterfly Guide,2024-07-15,,
986,eastfallslocal,0,https://nwlocalpaper.com/deja-vu-all-over-again-go-phils,Deja Vu All Over Again,2024-07-11,,
987,eastfallslocal,0,https://nwlocalpaper.com/in-the-blink-of-an-eye,In the Blink of an Eye,2024-07-09,Carolyn Fillmore,0
988,eastfallslocal,0,https://nwlocalpaper.com/straight-outta-philly-sxsw,Straight Outta Philly: SXSW,2024-07-07,Andre Saunders,0
989,eastfallslocal,0,https://nwlocalpaper.com/yankee-doodle-diversity,Yankee Doodle Diversity,2024-07-03,,
990,eastfallslocal,0,https://nwlocalpaper.com/party-like-a-patriot,Party Like a Patriot,2024-07-02,,
991,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/sewing-for-samaritans/,Sewing for Samaritans,2024-06-20,Chloe Caudill,0
992,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/uscs-garnet-and-black-scrimmage-brings-good-football-for-free/,USC’s Garnet and Black scrimmage brings good football for free,2024-05-01,,
993,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/feel-free-maker-botanic-tonics-to-change-minimum-age-for-sale-from-18-to-21/,EXCLUSIVE: Feel Free maker Botanic Tonics to change minimum age for sale from 18 to 21,2024-04-28,,
994,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/bill-allowing-sc-universities-to-facilitate-nil-deals-gets-mixed-reactions/,Bill allowing SC universities to facilitate NIL deals gets mixed reactions,2024-04-25,,
995,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/columbia-music-festivals-look-to-become-greener/,Columbia music festivals look to become greener,2024-04-25,,
996,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/south-carolina-looks-to-crack-down-on-drugs-cut-with-animal-tranquilizer/,South Carolina looks to crack down on drugs cut with animal tranquilizer,2024-04-25,,
997,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/feel-free-tonic-spreads-across-columbia-country-flies-under-public-radar/,"Feel Free tonic spreads across Columbia, country, flies under public radar",2024-04-25,,
998,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/musc-holds-denim-day-to-offer-awareness-support-to-sexual-assault-survivors/,"MUSC holds ‘Denim Day’ to offer awareness, support to sexual assault survivors",2024-04-24,,
999,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/five-points-bar-the-bird-dog-to-be-reimagined-as-touchdowns/,EXCLUSIVE: Five Points bar The Bird Dog to be reimagined as ‘Touchdowns’,2024-04-23,,
1000,carolinanewsandreporter,1,https://carolinanewsandreporter.cic.sc.edu/the-carolina-cup-in-photos-from-sunup-to-the-final-race-and-the-flowered-hats-food-and-frivolity-in-between/,"The Carolina Cup in photos: From sunup to the final race – and the flowered hats, food and frivolity in between",2024-04-23,,
1001,thesouthernaccent,0,https://southern-accent.org/2024/05/22/southern-accent-wins-associated-church-press-award-of-excellence-for-collegedale-train-derailment-coverage/,Southern Accent wins Associated Church Press ‘Award of Excellence’ for Collegedale train derailment coverage,2024-05-22,,
1002,thesouthernaccent,0,https://southern-accent.org/2024/04/16/chattanooga-theater-pre-premieres-the-hopeful-sharing-adventisms-story-with-a-modern-audience/,Chattanooga theater pre-premieres ‘The Hopeful’: Sharing Adventism’s story with a modern audience,2024-04-17,,
1003,thesouthernaccent,0,https://southern-accent.org/2024/04/16/southern-faces-enrollment-and-housing-uncertainties/,Southern faces enrollment and housing uncertainties,2024-04-17,Htet Myint & Gabriella Grundy,1
1004,thesouthernaccent,0,https://southern-accent.org/2024/04/16/beloved-sushi-chef-for-village-market-passes-away/,Beloved sushi chef for Village Market passes away,2024-04-17,,
1005,thesouthernaccent,0,https://southern-accent.org/2024/04/16/eya-choir-grows-into-active-ministry/,EYA choir grows into active ministry,2024-04-17,,
1006,thesouthernaccent,0,https://southern-accent.org/2024/04/16/letter-from-the-incoming-editor-less-shy-still-scared/,"Letter from the incoming editor: Less shy, still scared",2024-04-17,,
1007,thesouthernaccent,0,https://southern-accent.org/2024/04/16/letter-from-the-outgoing-editor-find-the-anchor-for-your-soul/,Letter from the outgoing editor: Find the anchor for your soul,2024-04-17,,
1008,thesouthernaccent,0,https://southern-accent.org/2024/04/16/southern-updates-online-login-system/,Southern updates online login system,2024-04-17,Staff Writer,1
1009,thesouthernaccent,0,https://southern-accent.org/2024/04/16/american-red-cross-club-to-host-blood-drive-on-campus/,American Red Cross Club to host blood drive on campus,2024-04-17,,
1010,thesouthernaccent,0,https://southern-accent.org/2024/04/16/photospread-asian-night-3/,Photospread: Asian Night,2024-04-17,,
1011,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/due-diligence-questions-surround-musks-xai-plans/?utm_source=rss&utm_medium=rss&utm_campaign=due-diligence-questions-surround-musks-xai-plans,Due Diligence: Questions Surround Musk’s xAI Plans,2024-07-22,,
1012,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/tennessees-public-records-law-is-broken/?utm_source=rss&utm_medium=rss&utm_campaign=tennessees-public-records-law-is-broken,Tennessee’s Public Records Law Is Broken,2024-07-15,,
1013,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/new-law-targets-immigrants-for-arrest-discrimination/?utm_source=rss&utm_medium=rss&utm_campaign=new-law-targets-immigrants-for-arrest-discrimination,"New Law Targets Immigrants For Arrest, Discrimination",2024-07-01,,
1014,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/how-remembering-americas-painful-past-can-reconnect-families/?utm_source=rss&utm_medium=rss&utm_campaign=how-remembering-americas-painful-past-can-reconnect-families,Family tree’s branches reconnect through research about lynching,2024-06-18,,
1015,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/mcgowens-next-mission-ex-navy-top-gun-charts-new-course-for-mlgw/?utm_source=rss&utm_medium=rss&utm_campaign=mcgowens-next-mission-ex-navy-top-gun-charts-new-course-for-mlgw,McGowen’s Next Mission: Ex-Navy ‘Top Gun’ charts new course for MLGW,2024-06-06,,
1016,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/when-children-are-rushed-to-the-hospital-in-memphis-trauma-counselors-are-there-waiting-for-them/?utm_source=rss&utm_medium=rss&utm_campaign=when-children-are-rushed-to-the-hospital-in-memphis-trauma-counselors-are-there-waiting-for-them,"When children are rushed to the hospital in Memphis, trauma counselors are there waiting for them",2024-03-06,,
1017,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/healing-a-childs-hidden-wounds-a-breath-at-a-time/?utm_source=rss&utm_medium=rss&utm_campaign=healing-a-childs-hidden-wounds-a-breath-at-a-time,Healing a child’s hidden wounds a breath at a time,2024-03-06,David Waters,0
1018,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/coalition-aims-to-break-cycle-of-poverty-with-sweeping-1-4-billion-more-for-memphis-initiative/?utm_source=rss&utm_medium=rss&utm_campaign=coalition-aims-to-break-cycle-of-poverty-with-sweeping-1-4-billion-more-for-memphis-initiative,Coalition aims to break cycle of poverty with sweeping $1.4 billion ‘More for Memphis’ initiative,2024-02-21,,
1019,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/critics-howl-as-state-declines-to-decertify-taserface-patrolman/?utm_source=rss&utm_medium=rss&utm_campaign=critics-howl-as-state-declines-to-decertify-taserface-patrolman,Critics Howl As State Declines to Decertify “Taserface” Patrolman,2024-02-19,,
1020,instituteforpublicservicereportingmemphis,0,https://www.psrmemphis.org/fighting-decertification-in-tenn-ex-mpd-officer-faces-new-claim-in-miss/?utm_source=rss&utm_medium=rss&utm_campaign=fighting-decertification-in-tenn-ex-mpd-officer-faces-new-claim-in-miss,"Fighting Decertification in Tenn., Ex-MPD Officer Faces New Claim in Miss.",2024-02-15,,
1021,borderzine,0,https://borderzine.com/2024/06/3-fresh-el-paso-fashion-designers-to-watch/,3 fresh El Paso fashion designers to watch,2024-06-07,,
1022,borderzine,0,https://borderzine.com/2024/05/navigating-new-worlds-how-a-golf-scholarship-took-me-beyond-the-el-paso-bubble/,Navigating new worlds: How a golf scholarship took me beyond the El Paso bubble,2024-06-01,,
1023,borderzine,0,https://borderzine.com/2024/05/high-school-student-uses-listening-to-share-hispanic-mental-health-message/,High school student uses listening to share Hispanic mental health message,2024-05-29,Yoali Rodriguez,0
1024,borderzine,0,https://borderzine.com/2024/05/2nd-group-of-prairie-dogs-met-fatal-end-at-el-paso-zoo-following-mysterious-disappearance-of-original-colony-in-2021/,2nd group of prairie dogs met fatal end at El Paso Zoo following mysterious disappearance of original colony in 2021,2024-05-29,,
1025,borderzine,0,https://borderzine.com/2024/05/sisd-spring-games-are-a-win-for-special-needs-athletes-volunteers-and-family/,"SISD spring games are a win for special needs athletes, volunteers and family",2024-05-29,,
1026,borderzine,0,https://borderzine.com/2024/04/once-a-grand-residential-thoroughfare-el-pasos-historic-montana-avenue-district-evolves-as-commercial-zone/,"Once a grand residential thoroughfare, El Paso’s historic Montana Avenue district evolves as commercial zone",2024-04-20,Ethan Thomas,0
1027,borderzine,0,https://borderzine.com/2024/04/texas-struggles-to-diversify-its-mental-health-workforce-to-reflect-changing-community-demographics/,Texas struggles to diversify its mental health workforce to reflect changing community demographics,2024-04-20,,
1028,borderzine,0,https://borderzine.com/2024/04/mexican-immigration-agent-charged-in-juarez-migrant-center-fire-free-on-bail/,Mexican immigration agent charged in Juárez migrant center fire free on bail,2024-04-20,,
1029,borderzine,0,https://borderzine.com/2024/04/apply-2023-dow-jones-news-fund-multimedia-training-academy-2/,Apply for the 2024 Dow Jones News Fund Multimedia Training Academy,2024-04-19,,
1030,borderzine,0,https://borderzine.com/2024/04/apply-multimedia-journalism-internship-stipends-summer-2024/,Summer 2024 internship stipend application for UTEP Multimedia Journalism students,2024-04-18,,
1031,sanantonioreport,0,https://sanantonioreport.org/standardaero-assemble-supersonic-engine-san-antonio-boom-supersonics-mach-1-7-overture/,StandardAero will assemble engine for Boom Supersonic’s Mach 1.7 Overture jet in San Antonio,2024-07-29,Tracy Idell Hamilton,0
1032,sanantonioreport,0,https://sanantonioreport.org/san-antonio-report-week-in-photos-july-21-27/,"San Antonio’s Week in Photos, July 21-27",2024-07-29,Scott Ball,0
1033,sanantonioreport,0,https://sanantonioreport.org/center-for-health-care-services-san-antonio-zachary-bullard-recovery/,Where I Work: Center for Health Care Services,2024-07-29,,
1034,sanantonioreport,0,https://sanantonioreport.org/what-germs-are-in-our-water-this-tamusa-scientist-and-her-students-are-finding-out/,What germs are in our water? This TAMUSA scientist and her students are finding out.,2024-07-28,,
1035,sanantonioreport,0,https://sanantonioreport.org/texas-schools-struggle-armed-guard-mandate-uvalde-shooting/,Texas schools still struggling with state armed guard mandate 1 year later,2024-07-28,,
1036,sanantonioreport,0,https://sanantonioreport.org/new-cast-middle-school-to-open-this-fall/,New CAST middle school to open this fall,2024-07-27,,
1037,sanantonioreport,0,https://sanantonioreport.org/san-antonio-philharmonic-board-dispute-over-fall-season/,Internal disharmony hits San Antonio Philharmonic board as anticipated season awaits,2024-07-27,,
1038,sanantonioreport,0,https://sanantonioreport.org/new-early-college-high-schools-spark-opportunities-at-alamo-heights-other-districts/,"New Early College High Schools spark opportunities at Alamo Heights, other districts",2024-07-27,,
1039,sanantonioreport,0,https://sanantonioreport.org/woodridge-san-antonio-neighborhood-rachel-wang/,Where I Live: Woodridge,2024-07-27,,
1040,sanantonioreport,0,https://sanantonioreport.org/san-antonio-eagerly-watches-for-wemby-in-the-2024-paris-olympic-games/,San Antonio eagerly watches for Wemby in the 2024 Paris Olympic Games,2024-07-26,,
1041,texasmetronews,0,https://texasmetronews.com/78335/louisiana-democratic-party-endorses-congressman-troy-carter-and-vice-president-kamala-harris/,Louisiana Democratic Party endorses Congressman Troy Carter and Vice President Kamala Harris,2024-07-29,,
1042,texasmetronews,0,https://texasmetronews.com/78332/army-air-force-exchange-service-celebrates-129-years-of-serving-troops-families/,"Army & Air Force Exchange Service Celebrates 129 Years of Serving Troops, Families",2024-07-29,Texas Metro News,0
1043,texasmetronews,0,https://texasmetronews.com/78330/paul-quinn-college-receives-20-million-gift/,Paul Quinn College receives $20 Million Gift,2024-07-29,,
1044,texasmetronews,0,https://texasmetronews.com/78314/superb-woman-lauren-e-black/,Superb Woman: Lauren E. Black,2024-07-29,,
1045,texasmetronews,0,https://texasmetronews.com/78319/black-business-ageless-perfection-skincare-studio/,Black Business: Ageless Perfection Skincare Studio,2024-07-29,,
1046,texasmetronews,0,https://texasmetronews.com/78326/top-10-destinations-this-summer/,Top 10 Destinations this Summer,2024-07-28,,
1047,texasmetronews,0,https://texasmetronews.com/78303/the-power-of-she-2/,The Power of SHE,2024-07-28,,
1048,texasmetronews,0,https://texasmetronews.com/78295/universoul-circus-opens-two-week-long-30-year-anniversary-show-at-red-bird-mall/,Universoul Circus Opens Two-Week Long 30-Year Anniversary Show at Red Bird Mall,2024-07-28,,
1049,texasmetronews,0,https://texasmetronews.com/78291/superb-woman-deon-hawkins/,Superb Woman: Deon Hawkins,2024-07-28,,
1050,texasmetronews,0,https://texasmetronews.com/78287/black-business-onyx-paving-and-utility-llc/,"Black Business: Onyx Paving and Utility, LLC",2024-07-28,,
1051,planomagazine,0,https://planomagazine.com/bread-winners-30th-year-event/,Bread Winners Cafe celebrates 30th anniversary with event,2024-07-24,,
1052,planomagazine,0,https://planomagazine.com/bioworld-partners-with-ntfb/,The Bioworld Foundation partners with North Texas Food Bank to feed North Texans,2024-07-17,,
1053,planomagazine,0,https://planomagazine.com/texas-womens-foundation-board-including-planoite/,"Texas Women’s Foundation announces new board, including Planoite Holly Tucker",2024-07-17,,
1054,planomagazine,0,https://planomagazine.com/kennys-burger-joint-rib-challenge/,"Kenny’s Burger Joint announces rib-eating challenge, crowns first winner",2024-07-17,,
1055,planomagazine,0,https://planomagazine.com/warby-parker-store-opening/,Warby Parker store opening in Preston Park Colonnade,2024-07-17,,
1056,planomagazine,0,https://planomagazine.com/13-5-million-tom-muehlenbeck/,Plano city council approves $13.5 million contract for renovations at Tom Muehlenbeck center,2024-07-16,,
1057,planomagazine,0,https://planomagazine.com/plano-str-registration-new-rules/,"Plano short term rental registration deadline approaching, new rules added",2024-07-16,,
1058,planomagazine,0,https://planomagazine.com/alex-robinson-english-channel-swim/,Plano native Alex Robinson completes English Channel swim,2024-07-15,,
1059,planomagazine,0,https://planomagazine.com/the-boardwalk-night-market-july-19/,The Boardwalk Night Market continues with Summer Night Market series on July 19,2024-07-15,,
1060,planomagazine,0,https://planomagazine.com/grant-halliburton-hope-party/,Grant Halliburton Foundation to start its annual Hope Party season,2024-07-15,,
1061,capitalnewsservice,0,https://swvatoday.com/article_23b6b0d0-0572-11ef-ae69-af3a40ff98ed.html,Both sides of Virginia recreational cannabis debate tout improved health and safety,2024-04-29,,
1062,capitalnewsservice,0,https://swvatoday.com/article_23b6b0d0-0572-11ef-ae69-af3a40ff98ed.html,Both sides of Virginia recreational cannabis debate tout improved health and safety,2024-04-29,,
1063,capitalnewsservice,0,https://swvatoday.com/article_23b6b0d0-0572-11ef-ae69-af3a40ff98ed.html,Both sides of Virginia recreational cannabis debate tout improved health and safety,2024-04-29,,
1064,capitalnewsservice,0,https://royalexaminer.com/number-of-incarcerated-pregnant-women-increases-amid-opioid-epidemic/,Incarcerated pregnant women fighting addiction need specific resources,2024-04-29,,
1065,capitalnewsservice,0,https://royalexaminer.com/number-of-incarcerated-pregnant-women-increases-amid-opioid-epidemic/,Incarcerated pregnant women fighting addiction need specific resources,2024-04-29,,
1066,capitalnewsservice,0,https://royalexaminer.com/number-of-incarcerated-pregnant-women-increases-amid-opioid-epidemic/,Incarcerated pregnant women fighting addiction need specific resources,2024-04-29,,
1067,capitalnewsservice,0,https://www.pilotonline.com/2024/04/26/virginia-delegate-hopes-to-end-states-high-black-maternal-mortality-rate/,Delegate hopes to end Virginia’s high Black maternal mortality rate,2024-04-29,,
1068,capitalnewsservice,0,https://www.pilotonline.com/2024/04/26/virginia-delegate-hopes-to-end-states-high-black-maternal-mortality-rate/,Delegate hopes to end Virginia’s high Black maternal mortality rate,2024-04-29,,
1069,capitalnewsservice,0,https://www.pilotonline.com/2024/04/26/virginia-delegate-hopes-to-end-states-high-black-maternal-mortality-rate/,Delegate hopes to end Virginia’s high Black maternal mortality rate,2024-04-29,,
1070,capitalnewsservice,0,https://www.vpm.org/2024-04-26/richmond-restaurant-tax,Richmond’s evolving restaurant scene reaches the suburbs,2024-04-29,,
1071,capitalnewsservice,0,https://www.vpm.org/2024-04-26/richmond-restaurant-tax,Richmond’s evolving restaurant scene reaches the suburbs,2024-04-29,,
1072,capitalnewsservice,0,https://www.vpm.org/2024-04-26/richmond-restaurant-tax,Richmond’s evolving restaurant scene reaches the suburbs,2024-04-29,,
